-1005.02	2236.98	46.04351197330516	3.956488026694842	46.01851197330518	9.50433035342917e-10	9.50433030938264e-10	0.06854240534989307	0.06638988791625117
-972.5999999999999	2269.3999999999996	46.12510748193472	3.8748925180652805	46.10010748193474	9.308320486180856e-10	9.308320452786026e-10	0.06855993647181018	0.06638988791625117
-940.18	2301.8199999999997	46.19909750990257	3.800902490097428	46.17409750990254	9.130580611377116e-10	9.130580583298287e-10	0.06857583352573803	0.06638988791625117
-907.7600000000001	2334.24	46.2651518041381	3.7348481958619004	46.24015180413812	8.971904067213394e-10	8.971904039172246e-10	0.06859002555548134	0.06638988791625117
-875.34	2366.66	46.322931911646265	3.677068088353735	46.29793191164629	8.833103889903242e-10	8.833103868998375e-10	0.06860243984305822	0.06638988791625117
-842.9200000000001	2399.08	46.37208958704741	3.6279104129525876	46.347089587047435	8.715016639128665e-10	8.71501661903025e-10	0.06861300156655371	0.06638988791625117
-810.5	2431.5	46.41226608769625	3.5877339123037473	46.387266087696275	8.618504091316467e-10	8.61850407437969e-10	0.06862163364867327	0.06638988791625117
-778.0799999999999	2463.92	46.44309277110051	3.5569072288994903	46.418092771100476	8.544451804458887e-10	8.544451784927162e-10	0.06862825688510057	0.06638988791625117
-745.66	2496.34	46.4641935235141	3.5358064764859023	46.43919352351412	8.493763284141644e-10	8.493763268674435e-10	0.0686327904662905	0.06638988791625117
-713.24	2528.76	46.47518968495524	3.5248103150447605	46.450189684955205	8.467348152574302e-10	8.467348136674106e-10	0.06863515303562896	0.06638988791625117
-680.8199999999999	2561.1800000000003	46.4757082923947	3.5242917076053004	46.45070829239472	8.466102346709267e-10	8.466102331571488e-10	0.06863526446051499	0.06638988791625117
-648.4000000000001	2593.6000000000004	46.4653946321103	3.5346053678896965	46.44039463211027	8.490877964774261e-10	8.490877947862553e-10	0.06863304852928427	0.06638988791625117
-615.98	2626.02	46.44393025829402	3.556069741705983	46.41893025829398	8.54243998175934e-10	8.542439964322226e-10	0.06862843682257924	0.06638988791625117
-583.56	2658.44	46.41105776907489	3.588942230925113	46.38605776907491	8.621406732081067e-10	8.621406711661297e-10	0.0686213740365767	0.06638988791625117
-551.14	2690.86	46.36661368600613	3.633386313993867	46.341613686006156	8.728170926070363e-10	8.728170902618848e-10	0.06861182504727743	0.06638988791625117
-518.72	2723.2799999999997	46.31057068759645	3.689429312403547	46.285570687596476	8.862798195974919e-10	8.862798171067896e-10	0.06859978398454956	0.06638988791625117
-486.29999999999995	2755.7	46.24309010224937	3.7569098977506314	46.21809010224939	9.024900996738938e-10	9.024900967273699e-10	0.06858528551044693	0.06638988791625117
-453.87999999999994	2788.12	46.164584843775685	3.8354151562243146	46.13958484377565	9.213487421431395e-10	9.213487384002398e-10	0.06856841834115597	0.06638988791625117
-421.46000000000004	2820.54	46.07579172872056	3.92420827127944	46.05079172872058	9.42678747958126e-10	9.426787435738356e-10	0.06854934078466328	0.06638988791625117
-389.03999999999996	2852.96	45.97785021439614	4.022149785603858	45.952850214396165	9.662063951578419e-10	9.662063898083875e-10	0.06852829765793723	0.06638988791625117
-356.61999999999995	2885.38	45.87238196796295	4.127618032037049	45.847381967962974	9.915421246677721e-10	9.915421179491093e-10	0.06850563738266402	0.06638988791625117
-324.20000000000005	2917.8	45.76156239477223	4.238437605227773	45.73656239477219	1.0181633576523074e-9	1.0181633492367929e-9	0.06848182735339844	0.06638988791625117
-291.78	2950.2200000000003	45.648171648707944	4.351828351292056	45.62317164870797	1.0454022417220132e-9	1.0454022311055932e-9	0.06845746489734038	0.06638988791625117
-259.35999999999996	2982.6400000000003	45.535609414422595	4.464390585577405	45.51060941442256	1.0724420998967018e-9	1.0724420868553561e-9	0.06843328045035717	0.06638988791625117
-226.94000000000003	3015.06	45.42785600786448	4.572143992135523	45.4028560078645	1.0983267750579906e-9	1.0983267594627112e-9	0.06841012919927632	0.06638988791625117
-194.51999999999998	3047.48	45.32936353726109	4.670636462738912	45.304363537261054	1.121986775380972e-9	1.1219867571834614e-9	0.06838896769738649	0.06638988791625117
-162.09999999999997	3079.8999999999996	45.24486645745509	4.755133542544911	45.21986645745511	1.1422847832320475e-9	1.1422847621890603e-9	0.06837081316127785	0.06638988791625117
-129.67999999999992	3112.3199999999997	45.179111685553835	4.820888314446165	45.1541116855538	1.1580804872058924e-9	1.1580804648300757e-9	0.068356685485108	0.06638988791625117
-97.2599999999999	3144.74	45.13652397290099	4.863476027099011	45.11152397290101	1.1683109670311934e-9	1.1683109442608412e-9	0.06834753534442958	0.06638988791625117
-64.84000000000006	3177.16	45.12083984300796	4.879160156992043	45.09583984300792	1.172078629635362e-9	1.1720786072690493e-9	0.06834416554628828	0.06638988791625117
-32.42000000000003	3209.58	45.13475845956282	4.865241540437182	45.10975845956284	1.168735078217398e-9	1.1687350582519971e-9	0.06834715601681587	0.06638988791625117
0.	3242.	45.179664704465154	4.820335295534846	45.15466470446512	1.1579476348426628e-9	1.157947617898776e-9	0.0683568043034366	0.06638988791625117
32.42000000000003	3274.42	45.255474177400174	4.744525822599826	45.2304741774002	1.1397365747691285e-9	1.1397365615439601e-9	0.06837309227240472	0.06638988791625117
64.84000000000006	3306.84	45.3606310327674	4.639368967232599	45.33563103276737	1.1144756459051825e-9	1.1144756361217803e-9	0.0683956856440599	0.06638988791625117
97.26000000000009	3339.26	45.49226159571822	4.507738404281781	45.467261595718185	1.0828551668037662e-9	1.082855159770485e-9	0.06842396699784845	0.06638988791625117
